-6.5,-6.7,-1.0,6.7,13.2,17.0,19.2,17.0,11.3,5.6,-1.2,-5.2
51.6,43.1,35.2,36.3,50.3,80.4,84.3,82.0,66.8,71.3,54.9,50.3
